message,polarity,polarity classification
hungry and stressed,-0.1,-1
i am very hungry,-0.1,-1
hungry and scared,-0.55,-1
feeling hungry,-0.1,-1
a bit hungry,-0.1,-1
zone out hungry lymph node are swollen,-0.15000000000000002,-1
hungry a hell,-0.1,-1
i am hungry otherwise i feel good,-0.1,-1
disappointed,-0.5,-1
discouraged,-0.5,-1
disappointed,-0.5,-1
dejected,-0.5,-1
disheartened,-0.5,-1
i feel disappointed,-0.5,-1
disappointed in myself,-0.5,-1
disappointed in work and apprehensive about my partner mood,-0.75,-1
unsatisfied,-0.5,-1
i feel discouraged,-0.5,-1
i feel disappointed tired upset,-0.6333333333333333,-1
in very disappointed sad and overwhelmed,-0.8333333333333334,-1
i feel disappointed because of the way a personal relationship is going,-0.5,-1
i feel a bit disappointed become john isn free tomorrow,-0.5,-1
a bit discouraged,-0.5,-1
i felt a little disappointed because i did not deliver up to the standard of my boy,-0.5,-1
a bit disappointed,-0.5,-1
i am currently feeling in balance little disappointed in my ability to sleep properly,-0.5,-1
disappointed angry,-0.75,-1
discourage,-0.5,-1
i am disappointed with the human kind,-0.5,-1
in disappointed in myself,-0.5,-1
a little discouraged,-0.5,-1
disappointed by my friend,-0.5,-1
disappoint,-0.5,-1
i am disappointed sad and frustrated,-0.7666666666666667,-1
i feel a bit dejected because my friend doesn feel content and i can help her,-0.5,-1
disappointed,-0.5,-1
a bit disappointed but mostly very positive,-0.5,-1
disappointed ,-0.5,-1
disappointed i dont focus better in tennis,-0.5,-1
pretty discouraged,-0.5,-1
disappointed and depressed,-0.75,-1
disappointed and dissatisfied,-0.5,-1
i feel kind disappointed annoyed,-0.65,-1
disappointed in myself worried in slipping back into depression a little anxious about work next week it might all go to shit,-0.75,-1
i feel a little disappointed,-0.5,-1
in disappointed tired hurt pained suffering emotional beaten mentally tortured physically abusing my body just holding into a thread,-0.575,-1
very disappointed,-0.5,-1
disappointed with myself i can find motivation i let myself down,-0.65,-1
unsatisfied le than inspired,-0.5,-1
a little disappointed,-0.5,-1
in disappointed in myself for eating so much feel sick,-0.23333333333333334,-1
dejected but hopeful,-0.5,-1
disappointed alone empty,-0.475,-1
i am feeling disappointed fat but proud that i restrained from singing,0.5,1
i am feeling a little disappointed in myself and kind of directionless,-0.5,-1
mildly disappointed,-0.5,-1
pretty disappointed in my self,-0.5,-1
a bit disappointed by a medical visit but not sad,-0.5,-1
dissatisfied,-0.5,-1
discourage at work and at home,-0.5,-1
i am disappointed with myself,-0.5,-1
bittersweet,-0.5,-1
disappointed undervalued,-0.5,-1
disappointed and frustrated,-0.65,-1
terrible,-1.0,-1
awful,-1.0,-1
despondent,-1.0,-1
broken,-1.0,-1
heart broken,-1.0,-1
bit despondent and disappointed,-0.75,-1
not terrible but not great,0.1,1
awful and sad,-1.0,-1
terrible and ill,-0.6,-1
i feel awful sad guilty,-0.9333333333333333,-1
terrible and okay,-0.45,-1
i feel terrible,-1.0,-1
literally terrible ll,-1.0,-1
awful,-1.0,-1
fucking terrible,-1.0,-1
awful down ill terrible any word that could describe feeling bad that me,-1.0,-1
despondent unenthused worried,-0.9333333333333333,-1
awful hopeless lonely empty,-0.775,-1
terrible had a fight with friend,-1.0,-1
fucking terrible in angry and sad and depressed and i anna scream out loud,-1.0,-1
terrible,-1.0,-1
desperate,-1.0,-1
really awful and hopeless i feel wrapped and unwanted in my family,-1.0,-1
i have no money in broke a in broken,-1.0,-1
i dont know,-0.1,-1
ink,-0.1,-1
dont know,-0.1,-1
not sure,-0.1,-1
ensure,-0.1,-1
in not sure,-0.1,-1
no idea,-0.1,-1
i dont really know,-0.1,-1
undecided,-0.1,-1
i dont know how to describe it,-0.1,-1
in between,-0.1,-1
i really dont know,-0.1,-1
i often feel like i dont know to be a human being,-0.1,-1
a ll undecided on what to do next,-0.1,-1
ink a little bit sad,-1.0,-1
i dont really know if in going to be honest i really can feel anything,-0.1,-1
not really that well because of my period,-0.1,-1
i dont know i wa anxious earlier,-0.1,-1
i dont know happy,1.0,1
feeling ensure about myself,-0.1,-1
a bit ensure how the current engagement will evolve,-0.1,-1
i dont know but there is a lot of it,-0.1,-1
mmm i dont really know,-0.1,-1
in not sure in not well but at the moment in not feeling terrible either distracting myself with thing i enjoy but also need me concentrating help avoid my feeling abbot,-0.1,-1
not really feeling much kind of numb i feel a little bit like a spare part,-0.44999999999999996,-1
i dont know what in feeling,-0.1,-1
i dont know i think i am feeling ok after yesterday hanover,-0.1,-1
not really good give been playing until 200 am again,-0.1,-1
in not sure pretty good though i think,-0.1,-1
i feel not the best with that a bit careless not really sure what i can do to change this,-0.1,-1
in not really sure,-0.1,-1
in between sad and content,0.0,0
i dont know how i feel ,-0.1,-1
ink sad,-0.1,-1
in not sure who i am all the time i have sad feeling and lonely feeling i dont like this it very hard to deal with i want to be happy but my inside are sad,-0.75,-1
i dont know what to feel or think,-0.1,-1
in not sure but i guess that i feel pretty down,-1.0,-1
ensure if rules actually like me,-0.1,-1
i dont know what my passion,-0.1,-1
like ink what to do,-0.1,-1
i dont know tired,-0.5,-1
lacking in confidence and ensure about the future,-0.1,-1
in not sure not great not bad somewhere in between,0.0,0
ensure ,-0.1,-1
hut,-0.1,-1
funny,-0.1,-1
in not really feeling anything a little tired and sluggish but not overlay so,-0.65,-1
in not sure about it,-0.1,-1
i dont really know,-0.1,-1
not really feeling much of anything right now,-0.1,-1
dont know what to do,-0.1,-1
ink ok but still stressed tired,-0.16666666666666666,-1
i want something i dont know if i can have it,-0.1,-1
i dont know just ok,-0.1,-1
not really sure,-0.1,-1
not really good,-0.1,-1
feel like there hope but dont know where it at,-0.1,-1
i dont know what you mean,-0.1,-1
playful but that not really a feeling is it maybe eager to get started,-0.1,-1
i really dont know like kind tired and frustrated but in okay,-0.4,-1
i dont know not good not bad,-0.1,-1
in not sure how i feel,-0.1,-1
waitingnnno ideanntried nnhungrynnthirsty,-0.1,-1
i have no idea,-0.1,-1
high,0.0,0
drunk,0.0,0
tipsy,0.0,0
stoned,0.0,0
tucked,0.0,0
high as,0.0,0
high energy but not in a good way,0.0,0
in hell high at the space needle but oh well you live some you lose some,0.0,0
marijuana high thinking too much overthinking social interaction,-0.5,-1
tipsy but happy,0.0,0
feel high and satisfied,0.0,0
little high,0.0,0
high spirit,0.0,0
high and relaxed,0.5,1
bit drunk actually good today,0.0,0
in really high,0.0,0
in high,0.0,0
give been high on folly for 16 hour,0.0,0
high,0.0,0
high energy,0.0,0
feeling high,0.0,0
i meant high,0.0,0
quite high,0.0,0
i want to get high all the time,0.0,0
in high so in calm and not anxious,0.0,0
i feel very drunk and in also pretty tired,0.0,0
mildly high,0.0,0
i am high,0.0,0
drunk and happy,0.0,0
not high and not low,0.0,0
it a high,0.0,0
a little drunk,0.0,0
high energy dont want to sleep,0.0,0
high ,0.0,0
ll tipsy and happy and sad,0.0,0
high energyyyy i misclicked,0.0,0
in drunk,0.0,0
extremely tucked off i anna rip someone head off,0.0,0
back up i meant my mood is high,0.0,0
i want to tell you my energy is high,0.0,0
in feeling stoned and happy,0.0,0
high anxiety,0.0,0
in pain,-1.0,-1
sore,-1.0,-1
pain,-1.0,-1
hurt,-1.0,-1
miserable,-1.0,-1
hurting,-1.0,-1
painful,-1.0,-1
devastated,-1.0,-1
in in pain,-1.0,-1
pained,-1.0,-1
ache,-1.0,-1
my head hurt,-1.0,-1
painful,-1.0,-1
in pain tired and a little lonely,-1.0,-1
stomach hurt,-1.0,-1
sore and tired,-0.75,-1
back pain,-1.0,-1
in pain anxious,-1.0,-1
i feel miserable,-1.0,-1
in pain but better,-0.4,-1
period pain,-1.0,-1
i am feeling pain,-1.0,-1
in pain annoyed worried,-0.9333333333333333,-1
my body hurt from work ah,-1.0,-1
belly pain and headache,-1.0,-1
my back is hurting a bit,-1.0,-1
in a ton of pain,-1.0,-1
bit sore,-1.0,-1
hurt and sad,-1.0,-1
in a lot of pain,-1.0,-1
hurt sleepy fat,-0.55,-1
hurt sad isolated,-0.8333333333333334,-1
pretty sore,-1.0,-1
devastated wrapped longing confused restless,-0.43333333333333335,-1
my neck hurt,-1.0,-1
in pain but happy,0.0,0
in lot of pain and quite anxious,-1.0,-1
in a lot of pain because i have a migrate and i can think properly,-1.0,-1
sore leg,-1.0,-1
chest hurting,-1.0,-1
completely devastated shocked overwhelmed discouraged drained of all energy,-0.8333333333333334,-1
some physical pain but otherwise ok,-1.0,-1
sore frustrated,-1.0,-1
apart from sore neck i feel great,-1.0,-1
brow in in pain,-1.0,-1
in physical pain in my mouth,-1.0,-1
my back hurt hata,-1.0,-1
i hurt physically,-1.0,-1
stomach pain,-1.0,-1
in feeling hated and hurt,-1.0,-1
been in pain and i am feeling sick,-1.0,-1
i am having some back pain so in not very happy about that woot,-1.0,-1
neck pain,-1.0,-1
i feel hurt,-1.0,-1
in pain isolated sad,-1.0,-1
le blue but just in pain it is extreme spasm and in anxious about tomorrow because i might not be able to go,-1.0,-1
in pain kind anxious,-1.0,-1
in physical pain,-1.0,-1
ache,-1.0,-1
my shoulder hurt so not in a really good mood,-1.0,-1
dealing with a lot of pain,-1.0,-1
pain and exhaustion,-0.75,-1
anguish and guilt,-0.9,-1
exhausted and my head hurt,-1.0,-1
in sore,-1.0,-1
i hurt,-1.0,-1
a little in pain tired,-0.75,-1
mostly in pain,-1.0,-1
miserable and worthless,-1.0,-1
black in some pain,-1.0,-1
allergic to pollen and my face hurt,-1.0,-1
she always hurt me not only mental and physical she really want to keep a good kid in front of my mother but she will always forgot about someone else around with her i can stand out for her anymore hope that she could leave my world a soon a possible,-1.0,-1
in pain,-1.0,-1
woeboti feeling hurt and painful can you help me,-1.0,-1
hurt angry,-1.0,-1
sore and ache my lookout wa harder than i think it should be it wa really hard to get out of bed and i ended my lookout early because i wa so exhausted,-1.0,-1
on my period heart and kidney hurt,-1.0,-1
in in physical pain,-1.0,-1
in in pain and unhappy,-1.0,-1
physically hurting,-1.0,-1
pain pain and pain,-1.0,-1
back hurt,-1.0,-1
in pain tired caseous lonely,-1.0,-1
in feeling hurt frustrated put down disappointed and betrayed,-0.9,-1
in pain frustrated and exhausted,-1.0,-1
sore toe,-1.0,-1
in pain a bit,-1.0,-1
in feel pain,-1.0,-1
my stomach hurt,-1.0,-1
in hurt,-1.0,-1
my sunburnt hurt,-1.0,-1
my head hurt just a little,-1.0,-1
ache and excited,0.0,0
ache in control,-1.0,-1
in so much pain,-1.0,-1
want to hurt,-1.0,-1
languished,-1.0,-1
in pain ,-1.0,-1
in in pain but i feel good,-1.0,-1
hurt annoyed small,-0.9,-1
unmotivated,-0.8,-1
apathetic,-0.8,-1
productive,-0.8,-1
stuck,-0.8,-1
demotivated,-0.8,-1
apathy,-0.8,-1
dysphoric,-0.8,-1
no motivation,-0.8,-1
procrastinating,-0.8,-1
lack of motivation,-0.8,-1
disinterested,-0.8,-1
apathy,-0.8,-1
unmotivated and depressed,-0.9,-1
a bit stuck,-0.8,-1
lack of motivation at work,-0.8,-1
unmotivated and exhausted,-0.65,-1
feeling a little unmotivated,-0.8,-1
in feeling the same a most evening apathy,-0.8,-1
i feel dysphoric and awful,-0.9333333333333333,-1
i feel like unmotivated and i can do thing well i have no courage to push myself getting an opportunity,-0.8,-1
no motivation or interest in doing anything,-0.8,-1
demotivated and sad,-0.9,-1
apathetic and hurting negative,-0.9,-1
kind unmotivated,-0.8,-1
i feel like not working and procrastinating,-0.8,-1
in feeling unmotivated,-0.8,-1
i feel unmotivated,-0.8,-1
unmotivated worried disappointed in myself,-0.8,-1
procastinating my study,-0.8,-1
a little unmotivated,-0.8,-1
slightly unmotivated but productive,-0.15000000000000002,-1
too unmotivated to get up,-0.8,-1
i feel like in stuck in my head in looking thought and feeling and it preventing me from being in the present,-0.8,-1
unmotivated enthusiastic,-0.8,-1
apathetic low bored,-0.6333333333333333,-1
dysphoric and depressed,-0.9,-1
in feeling unmotivated and distracted,-0.8,-1
disinterested sad,-0.8,-1
unmotivated a little frustrated,-0.8,-1
i feel like in procrastinating too much,-0.8,-1
like a fraud i feel like in stuck in a gender limbo and in terrified i can find a way to earn money for living,-0.8,-1
lack luster border unmotivated,-0.8,-1
unmotivated but pressure,-0.8,-1
numb,-0.6,-1
indifferent,-0.6,-1
distracted,-0.6,-1
cold,-0.6,-1
disconnected,-0.6,-1
uninterested,-0.6,-1
withdrawn,-0.6,-1
distant,-0.6,-1
inspired,-0.6,-1
listless,-0.6,-1
i have a cold,-0.6,-1
intense,-0.6,-1
kind numb,-0.6,-1
detached,-0.6,-1
if,-0.6,-1
i have the cold,-0.6,-1
cold and lazy,-0.4,-1
indifferent but slightly anxious,-0.8,-1
a little numb,-0.6,-1
directionless unmotivated dispassionate,-0.7,-1
i feel very withdrawn and uninterested in life,-0.6,-1
kind of numb,-0.6,-1
a bit distracted can quite get in the zone to get my work done,-0.7,-1
i have a cold i feel tired,-0.55,-1
detached tired emotional,-0.4666666666666667,-1
in numb to the fact that another dull week is starting tomorrow,-0.6,-1
numb and uninterested,-0.7,-1
distracted lot of thought and with the potential to spiral,-0.6,-1
numb feeling down and tired,-0.55,-1
cold and sick,-0.4,-1
i feel indifferent,-0.6,-1
mildly indifferent calm but not interested in doing any work low energy,-0.6,-1
in a bit numb,-0.6,-1
sum,-0.6,-1
in in an if mood kind of down but kind of good,-0.6,-1
distracted,-0.6,-1
cold and cough,-0.2,-1
numb bored but content but also questioning life at large,-0.25,-1
incomplete,-0.6,-1
just like in numb but ignoring it,-0.6,-1
i feel inspired,-0.7,-1
in numb,-0.6,-1
in feeling cold,-0.6,-1
completely numb,-0.6,-1
in being distracted,-0.7,-1
in just really cold and tired,-0.5,-1
numb but encouraged to keep doing thing off my to do list,-0.6,-1
numb and somber,-0.6,-1
distracted from work somewhat lonely and a little lost,-0.55,-1
numb muddy,-0.6,-1
distracted at work,-0.6,-1
zone out inspired,-0.6,-1
a little bit cold and give got the snaffle but all in all in good,-0.2,-1
watching the sunset and distant storm lightning out backward,-0.6,-1
numb i haven done anything all day and in avoiding my problem,-0.4,-1
indifference,-0.6,-1
indifferent but not bad,-0.6,-1
sort of detached,-0.6,-1
i feel numb and like a failure,-0.6,-1
intense and sad,-0.8,-1
cold and nervous,-0.8,-1
i feel listless and anxious,-0.8,-1
catching a cold but in good spirit,-0.2,-1
getting over a cold,-0.2,-1
i have a bit of a cold but pretty good otherwise,-0.2,-1
numb scared anxious frustrated and angry,-1.0,-1
numb anxious,-0.8,-1
i feel numb,-0.6,-1
distracted and unmotivated,-0.7,-1
relieved,0.2,1
relief,0.2,1
relief to good,0.2,1
relieved i got through my first week back,0.2,1
in feeling relieved,0.2,1
i am almost relieved,0.2,1
relieved and resolved to change,0.2,1
relieved stressed sad,-0.3,-1
relieved happy calm,0.7333333333333334,1
in sort of relieved,0.2,1
relieved to be home,0.2,1
relieved,0.2,1
relieved and content,0.6,1
relieved tired anxious,-0.43333333333333335,-1
feeling slightly relieved,0.2,1
some relief and happy,0.6,1
relieved that i got some of the paperwork done worried that in going to eat too much today,-0.4,-1
relieved and hopeful,0.2,1
relieved bc exam are officially over but worried about my mark in art,-0.4,-1
relieved to be finished with class,0.2,1
i feel relieved that i finished patrol so good,0.2,1
a mix of relief sadness and frustration,-0.30000000000000004,-1
i feel relieved,0.2,1
relieved and anxious,-0.4,-1
relieved undeniably happy,0.6,1
relieved that work is over,0.2,1
in relieved,0.2,1
feeling quite relieved that my presentation went well,0.2,1
love,1.0,1
in love,1.0,1
loved,1.0,1
warm,1.0,1
i love you,1.0,1
in feeling hated and loved broken and sad happy and confused and ah,-0.02,-1
romantic,1.0,1
i feel in love,1.0,1
i love a girl and she doesn that destroyed me,1.0,1
exercised loved,1.0,1
love sickness,1.0,1
in love excited for the weekend happier but still anxious and worried about the future,1.0,1
i want the love of my life here in my arm,1.0,1
sympathetic,1.0,1
loved i guess,1.0,1
warm full happy,1.0,1
serenity and loved,1.0,1
in in love with someone who doesn love me,1.0,1
very warm,1.0,1
affectionate,1.0,1
feeling love,1.0,1
i love our planet,1.0,1
loving,1.0,1
kind of over the point to not daring,-0.6,-1
in feeling loved,1.0,1
i feel the need to be loved,1.0,1
i love music,1.0,1
in love super happy,1.0,1
i feel loved by my child and i know that i do not have to be with jose forever possibly a couple more year until kid are a little older,1.0,1
i have fallen in love with life again i feel alive for the first time in year i am in love with summer and my partner i am finally at peace,1.0,1
loved and alone,0.5,1
encouraged warm happy,1.0,1
i feel a bit in love,1.0,1
i love food so pretty good,1.0,1
loved by my family content and happy,1.0,1
i really want to experience love,1.0,1
in love happy,1.0,1
loved and chilled,1.0,1
my mood is loving,1.0,1
like he doesn love me anymore,-1.0,-1
warm and okay,0.55,1
guilty,-0.7,-1
ashamed,-0.7,-1
slow,-0.6,-1
happy,-0.6,-1
awkward,-0.6,-1
embarrassed,-0.6,-1
like cap,-0.6,-1
annoying,-0.6,-1
lame,-0.6,-1
self conscious,-0.6,-1
selfconscious,-0.6,-1
guilty because i turned down a job overwhelmed because i have so much homework to do,-0.8,-1
slow and tired,-0.55,-1
guilty but ok,-0.25,-1
self conscious ugly,-0.6,-1
embarrassed and worried,-0.6,-1
cramps,-0.6,-1
guilty i guess i should be doing work but i can help but stay motionless,-0.7,-1
i feel guilty for not having done enough of the thing i wanted to do today,-0.6,-1
guilty relaxed,-0.13333333333333333,-1
guilty because i wa late,-0.7,-1
today ha been slow i didn have a breakdown but i haven been happy either just tired,-0.6,-1
guilty incompetent anxious about percussion afraid of failure,-0.7,-1
selfconscious nervous and demotivated,-0.8,-1
mortified and hopeless,-0.8,-1
a little embarrassed a little giddy,-0.6,-1
almost ashamed for this honest as poem i wrote but it also a part of my person who know i dont,-0.6,-1
kind of dim a little slow not much really,-0.6,-1
like cap because my job is so boring,-0.5,-1
slow thinking,-0.6,-1
embarrassed,-0.6,-1
annoying now,-0.6,-1
horrid,-0.6,-1
not belonging guilty a little anxious,-0.8,-1
guilty i haven done enough work weird about leaving for so long tomorrow leaving everything up in the air disappointed about guy happy to leave everything behind,-0.7,-1
i feel guilty and sad because give caused it,-0.8,-1
guilty and anxious,-0.8,-1
kind happy because in fighting with him again over something stupid,-0.75,-1
embarrassed,-0.6,-1
both guilty and relieved,-0.4,-1
i feel guilty and ashamed of my weight,-0.7,-1
i feel really guilty and i dont know why and in a bit worried and stressed about the trip in going on next week,-0.7,-1
guilty about being lazy very tired,-0.7,-1
guilty and ashamed,-0.7,-1
ashamed hurt disappointed hating myself,-0.6,-1
socially awkward,-0.6,-1
in self conscious and lonely,-0.55,-1
kind lame,-0.6,-1
little lame,-0.6,-1
i feel guilty,-0.7,-1
pretty happy,-0.75,-1
a little guilty about not rousing on work but looking forward to seeing family,-0.7,-1
guilty anxious worse unmotivated a little hopeless,-0.8,-1
somewhat guilty for not enjoying myself more,-0.7,-1
confident,1.0,1
proud,1.0,1
strong,1.0,1
empowered,1.0,1
powerful,1.0,1
solid in control feeling confident in the future,1.0,1
confident,1.0,1
since talking to him i feel more confident and happy,1.0,1
i feel proud of myself empowered,1.0,1
i am feeling very optimistic and also empowered,1.0,1
i feel empowered,1.0,1
i am very proud of myself,1.0,1
i feel confident,1.0,1
pretty confident and hungry,0.45,1
i am proud of myself satisfied and confident,1.0,1
confidence,1.0,1
strong ready,1.0,1
confident inspiring,1.0,1
i am not confident,-0.5,-1
proud and motivate,0.75,1
abused but strong,1.0,1
neither here nor there i am feeling confident the,1.0,1
proud of myself and energetic,1.0,1
i feel confident in myself,1.0,1
not confident,-0.5,-1
powerful,1.0,1
in more confident with my thought and plan for the future,1.0,1
i feel powerful,1.0,1
confident and fearful,1.0,1
in pretty proud of myself and the thing give done today,1.0,1
i am confident,1.0,1
i feel powerful i feel happy,1.0,1
proud to say no when i mean it,1.0,1
confident sad,0.0,0
feeling strong and confident,1.0,1
powerful indestructible,1.0,1
in proud of myself,1.0,1
humbled yet powerful,1.0,1
proud and excited,1.0,1
proud of myself,1.0,1
proud and happy,1.0,1
confident to make something new and satisfying,1.0,1
feeling confident,1.0,1
looking forward to the party confident it will be fun,1.0,1
pretty relaxed and proud i swam an hour,1.0,1
confident but impatient,1.0,1
in proud of myself for be able to help others,1.0,1
i feel proud that i applied for the job but i still have a lot to do for the tax project,1.0,1
powerful strong illuminated,1.0,1
horny,0.1,1
sex,0.1,1
honey,0.1,1
flirt,0.1,1
flirt good,0.1,1
slightly horny,0.1,1
horny and happy,0.1,1
wet and horny,0.1,1
honestly a little turned on,0.1,1
pretty sex,0.1,1
horny th,0.1,1
sex ll,0.1,1
weed horn,0.1,1
heartbroken,-0.9666666666666667,-1
missing,-1.0,-1
homesick,-1.0,-1
grief,-1.0,-1
a little homesick,-1.0,-1
missing him,-1.0,-1
i miss people,-1.0,-1
in missing,-1.0,-1
i miss a friend i dont know if in infatuated with him,-1.0,-1
i miss julie,-1.0,-1
i am feeling grief because i have to move across the country in two week i am angry and sad too,-1.0,-1
i miss the time when stuff want royalty missed up,-1.0,-1
i miss someone,-1.0,-1
i miss hannah and in not sure what the best way to tell her how i feel,-1.0,-1
missing people,-1.0,-1
i miss my husband and because i dont want to feel alone i am spending time with my family,-1.0,-1
i miss my girlfriend,-1.0,-1
in missing him,-1.0,-1
feeling distrustful of people and missing someone,-1.0,-1
missing someone,-1.0,-1
i miss my room at home,-1.0,-1
a little bit homesick,-1.0,-1
in a bit homesick,-1.0,-1
mourning,-1.0,-1
i miss her,-1.0,-1
missing camp the quincy people,-1.0,-1
in missing my befriend right now he wa always here for me and we had the best convoy and i just miss him and i feel alone,-1.0,-1
i miss my ex,-1.0,-1
worthless,-1.0,-1
useless,-1.0,-1
fat,-1.0,-1
like a failure,-1.0,-1
weak,-1.0,-1
stupid,-1.0,-1
ugly,-1.0,-1
gross,-1.0,-1
incompetent,-1.0,-1
i feel fat,-1.0,-1
dumb,-1.0,-1
inadequate,-1.0,-1
fat and gross,-1.0,-1
i feel fat and disgusting,-1.0,-1
gross and tired and a little upset that i woke up so late,-1.0,-1
i feel worthless,-1.0,-1
feel used and stupid,-1.0,-1
i feel really worthless and depressed,-1.0,-1
i feel stupid and dumb,-1.0,-1
feeling stupid about our last conversation,-1.0,-1
fat disgusting stupid,-1.0,-1
i am fat and ugly,-1.0,-1
worthless sad and exhausted,-0.8333333333333334,-1
you are fucking stupid,-1.0,-1
stupid hopeless,-1.0,-1
dumb not good enough,-1.0,-1
gross tired,-0.75,-1
useless tired,-0.75,-1
ugly bored,-0.55,-1
disgusting,-1.0,-1
i am useless,-1.0,-1
inadequate too slow overwhelmed,-1.0,-1
worthlessness,-1.0,-1
i feel like garage,-1.0,-1
i am feeling stupid,-1.0,-1
little weak,-1.0,-1
i feel like i am useless can do anything right,-1.0,-1
i always feel inferior,-1.0,-1
worthless and broken,-1.0,-1
i feel inferior,-1.0,-1
ugly and bad and beautiful but sad,-1.0,-1
gross and thirty,-1.0,-1
i feel ugly,-1.0,-1
feeling like a failure,-1.0,-1
worthless shame,-1.0,-1
like in useless,-1.0,-1
fat kaluga,-1.0,-1
you are stupid,-1.0,-1
i feel useless hopeless worthless dumb and depressed,-1.0,-1
the food is disgusting not me,-1.0,-1
ugly unattractive,-1.0,-1
focused,1.0,1
curious,1.0,1
interested,1.0,1
challenged,1.0,1
alert,1.0,1
alive,1.0,1
focused,1.0,1
in feeling curious,1.0,1
interesting,1.0,1
curious and excited,1.0,1
focused determined,0.75,1
le interested,1.0,1
little interested,1.0,1
feeling intrigues,1.0,1
curious and engaged,1.0,1
in feeling stimulated inspired,1.0,1
fascinate,1.0,1
focused on work,1.0,1
competitive outdoing overjoyed focused determined,0.75,1
like i dont want to be alive any more,-1.0,-1
not interested in anything,-1.0,-1
ready and focused,1.0,1
focused and motivate,1.0,1
interested in new thing,1.0,1
curious tired,0.25,1
in very focused and i like it,1.0,1
challenged hopeless,0.0,0
focused on my bowel sensation,1.0,1
in focused,1.0,1
like i dont want to be alive anymore,-1.0,-1
focused yet tired,1.0,1
alive and full of life,1.0,1
i feel focused,1.0,1
curious happy,1.0,1
i feel focused well and a bit anxious,1.0,1
very stimulated tired feeling distracted from my pain of missing duncan so it good,1.0,1
i am feeling alive,1.0,1
i feel focused and calm,1.0,1
in feeling interested and engaged though still a tiny bit worried,1.0,1
alert but posed,1.0,1
i am feeling challenged about the rat race which i am supposed to run,1.0,1
in feeling curious about my pattern,1.0,1
curious relieved,0.6,1
challenged defeated,-0.8,-1
stimulated,1.0,1
ready and alive,1.0,1
interested i guess,1.0,1
challenged and exhausted but fighting,-0.3,-1
i am feeling curious about my future,1.0,1
alert and beat,1.0,1
fascinate but worried about the future,1.0,1
focused and inspired,1.0,1
restless,-0.2,-1
battery,-0.2,-1
a bit restless,-0.2,-1
i feel a little bit restless,-0.2,-1
a little bit like i can focus or restless,-0.2,-1
feeling restless,-0.2,-1
fidgeted,-0.2,-1
restless something beat above my chest,-0.2,-1
a little restless,-0.2,-1
i had too much coffee so in battery,-0.2,-1
i feel pretty restless and bored,-0.15000000000000002,-1
pensive,0.1,1
melancholy,0.1,1
contemplative,0.1,1
thoughtful,0.1,1
melancholia,0.1,1
effective,0.1,1
thinking,0.1,1
introspective,0.1,1
contemplation,0.1,1
i am feeling very effective,0.1,1
wondering what else i dont know about myself,0.1,1
a little thoughtful,0.1,1
contemplative a little exhausted,-0.2,-1
thinking about my future,0.1,1
contemplative curious,0.1,1
over thinking,-0.45,-1
effective mildly anxious,-0.45,-1
in a bit melancholy,0.1,1
in feeling melancholy,0.1,1
stuffed pensive content,0.3666666666666667,1
in a little melancholy,0.1,1
thoughtful but quite sedisfide,0.1,1
a lot of thinking,0.1,1
can a little melancholia feeling useful and smart,0.1,1
i am a bit contemplative right now a i think what should i do now and find the best possible solution about what can i do with my relationship that falling apart it doesn make me anxious for now but i can say it doesn stress me at all so i am thinking all the time and id say in a bit confused,0.1,1
thinking thing,0.1,1
gave interview today dont get to meet girl friend thinking of getting thin,0.1,1
thoughtful confused open,0.0,0
contemplative a little fragile,-0.35000000000000003,-1
in pensive,0.1,1
wondering how in going to get everything done this week stressed,0.1,1
in just wondering about stuff,0.1,1
in sensitive,0.1,1
wondering if there a future for me,0.1,1
effective give been doing some thinking,0.1,1
yes pensive pencilive too,0.1,1
i dont really have a mood in just thinking,0.1,1
melanotic,0.1,1
introspective but good,0.1,1
contemplative hopeless,0.1,1
inquisitive and introspective,0.1,1
effective calm happy a bit pensive,0.55,1
i am feeling pensive in really thinking about past decision and memory good and bad memory i am reflecting on a lot of thing right and i am deciding what to do in the future this may sound bad but it is more goodexciting,0.1,1
in feeling pensive,0.1,1
in feeling effective of my life and how i can be a better person i feel like i am a boring person and that i dont have all these amazing hobby or that i dont match up exactly to what my husband like doing which is being outside and i dont like being outside because i dont like being hot and get sunburned i just want to be a better person for him and to be more confident in myself,0.1,1
a bit melancholia,0.1,1
had a meltdown thinking about how my husband blamed me during my crisis,-0.6,-1
cry,-0.9,-1
cry devastated sad angry,-0.9,-1
bored,-0.1,-1
bored and tired,-0.3,-1
boring,-0.1,-1
board,-0.1,-1
i feel bored,-0.1,-1
in bored,-0.1,-1
a little bored,-0.1,-1
bored tired,-0.1,-1
bored worried and slightly depressed,-0.55,-1
bored and angry,-0.55,-1
kind of bored,-0.1,-1
bored and anxious,-0.55,-1
a bit bored,-0.1,-1
bore,-0.1,-1
bored and lonely,-0.3,-1
word,-0.1,-1
bored and happy,0.45,1
extremely bored,-0.1,-1
in bored,-0.1,-1
in feeling bored,-0.1,-1
bored hungry,-0.1,-1
bored not very tired but it twin my energy away,-0.1,-1
bored chased cornered tired,-0.3,-1
i feel kind of bored but inspired,0.45,1
bored a bit sad,-0.55,-1
bored but accomplished,0.45,1
in bored but happy,0.45,1
bored and kind sad,-0.55,-1
bored unemotive,-0.1,-1
